Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор Delta GX 12-33;10200руб.;10100руб.;≈мкость: 33 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 195x130x180√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-33.html
јккумул€тор Delta DTM 1255 L;10600руб.;10100руб.;≈мкость: 55 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 239x132x205√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1255-l.html
јккумул€тор Delta GEL 12-55;11000руб.;10500руб.;≈мкость: 55 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 228x137x214√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-55.html
јккумул€тор Delta HR 12-40;11100руб.;10900руб.;≈мкость: 40 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 198x166x170√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-40.html
јккумул€тор Delta DTM 1255 I;11100руб.;10600руб.;≈мкость: 55 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 239x132x205√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1255-i.html
јккумул€тор Delta HRL 12-45 X;11200руб.;10900руб.;≈мкость: 45 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 198x166x170√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-45-x.html
јккумул€тор Delta DT 1265;11800руб.;11300руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-1265.html
јккумул€тор Delta GX 12-40;11900руб.;11700руб.;≈мкость: 40 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 197x165x170√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-40.html
јккумул€тор Delta DT 1275;12000руб.;11400руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:ѕр€ма€ [+ -]√абариты: 259x169x213√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-1275.html
јккумул€тор Delta FT 12-50 M;12100руб.;11800руб.;≈мкость: 50 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 277x106x243√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-50-m.html
јккумул€тор Delta GX 12-45;12600руб.;12300руб.;≈мкость: 45 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 197x165x170√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-45.html
јккумул€тор Delta HRL 12-55 X;13400руб.;12900руб.;≈мкость: 55 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 229x138x213√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-55-x.html
јккумул€тор Delta DTM 1265 L;14000руб.;13500руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1265-l.html
јккумул€тор Delta GEL 12-65;14400руб.;13900руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-65.html
јккумул€тор Delta DTM 1265 I;14700руб.;14200руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x173√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1265-i.html
јккумул€тор Delta DTM 1275 L;14900руб.;14300руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 258x166x206√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1275-l.html
јккумул€тор Delta GEL 12-85;15300руб.;14700руб.;≈мкость: 85 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 260x168x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-85.html
јккумул€тор Delta GEL 12-75;15500руб.;14900руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 260x168x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-75.html
јккумул€тор Delta DTM 1275 I;15700руб.;15100руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 260x168x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1275-i.html
јккумул€тор Delta GX 12-55;16100руб.;15600руб.;≈мкость: 55 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 239x132x210√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-55.html
